place,description,category,price,latitude,longitude
Pantai Ngedan,"Ngeden or Ngedan Beach located in Krambil Sawit Village. Hidden behind a coral hill, this beautiful beach gives an exclusive impression to its visitors. Located rather remote, Ngeden Beach holds natural beauty that is still preserved. Visiting here is indeed not too easy because the road access is not optimal. However, the green hills and the blue sea will pamper tourists once they arrive at the location.",Pantai,5000.0,-8.1163418,110.4963362
Pantai Slili,"Slili Beach is a small beach in the southern part of Tepus District, Gunungkidul Regency. Its location is right between Krakal Beach and Sadranan Beach. The three are only separated by a coral hill that can be explored. One of the popular things about Slili Beach is its position. Slili is flanked by two hills that directly border a much wider beach. These two hills make the beach area resemble a mini bay. Slili Beach is known to have beautiful spots for snorkeling. So is Slili Beach which is its 'neighbor'. The coral floor is a good habitat for marine life. There are snorkeling equipment rentals and snorkeling instructor services that you can try if you visit here.",Pantai,10000.0,-8.1449664,110.6028766
Camera House Borobudur,Camera House Borobudur is a house shaped like a giant DSLR camera. This Camera House is a museum that displays Pak Tanggol's paintings and there is a unique and interesting photo studio. You can see beautiful paintings in this Camera House Borobudur.,Museum,15000.0,-7.6244995,110.2027713
Candi Kalasan,"Kalasan Temple is a temple dedicated to Goddess Tara whose outer walls are covered in ancient cement. The oldest Buddhist temple in Yogyakarta was built by Rakai Panangkaran, a king from the Syailendra dynasty who also conceptualized the establishment of Borobudur.",Budaya dan Sejarah,5000.0,-7.767284,110.4723505
Wana Tirta Mangrove Forests,"Wana Tirta Mangrove is one of the new favorite tourist destinations in Yogyakarta or more precisely in Pasirmendit, Kulon Progo. Initially, this tourist spot was built to preserve nature, but then many visitors enjoyed this mangrove forest as tourists. For photo spots, there is the Siapi-api bridge or bamboo bridge, swings, gazebos and other spots decorated with flower ornaments. In addition to enjoying the mangrove scenery, visitors can enjoy a boat tour around the mangrove area and play canoe, all available at an additional cost and equipped with safety equipment.",Agrowisata,3000.0,-7.8933459,110.0198257
Museum Sandi,"The Code Museum is the only museum that stores tools for sending secret messages. This museum also records all kinds of codes in Indonesia and even the world, so if you like to crack codes, this museum is the right place for you to visit. Upon arrival at the code museum lobby, you will be warmly welcomed by the code museum manager, the people are friendly, kind and very generous. At that time, this code museum was a museum that collected all kinds of objects and tools for cracking codes, from telegraphs, code books to code machines made in Indonesia and abroad.",Budaya dan Sejarah,Tidak diketahui.,-7.7845549,110.3711548
Bukit Teletubbies,"This one tour is a tour that is located in the countryside. This one hill is precisely located in Sumberharjo Village, Prambanan, Sleman Regency. Although located in the countryside, Bukit Teletubbies Jogja is also the same as other tours that have their own characteristics and uniqueness. The scenery offered by this hilly area is quite pleasing to the eye. Plus, you also get good photos with a background of green hills. This hill is named Teletubbies because there is a long guard post located on top. This guard post happens to be located east of the Domes house. The house near this guard post is half-round and similar to the house in the Teletubbies series. So, the house is called the Teletubbies house",Alam,2000.0,-7.8181275,110.511764
Pantai Watulawang,"Like other beaches in Gunung Kidul, this beach has many corals and big waves, but what makes it unique is that there are quite large corals that can be used to look out to the ocean, local residents or managers make a bridge made of bamboo that is used to cross to the coral so that visitors can go to the top of the coral safely. The atmosphere of this beach is still relatively quiet, and there are many large corals on the shoreline, you can use it for photos with friends, girlfriends, or family. The beach sand is quite wide with a brownish white color, typical of the sand of the southern coast of Jogja. Directly adjacent to the Watulawang cave.",Alam,5000.0,-8.1535837,110.6177335
Ngobaran Beach,"The unique name of Ngobaran Beach is certainly inseparable from the story of the past. The story began with the Majapahit Kingdom and the Demak Kingdom. Around 2003, a building in the form of a gate and statues of Hindu and Buddhist symbols was erected. The aim was to honor the arrival of the descendants of King Brawijaya V on the beach. Not only the gate, inscriptions and several statues, but you will also find a Joglo building with the Kejawen style.",Alam,5000.0,-8.1184844,110.5028785
Candi Banyunibo,"Banyunibo Temple is a Buddhist temple located not far from Ratu Boko Temple, namely in the eastern part of Yogyakarta City towards Wonosari City. This temple consists of one main temple facing west and six perwara temples in the form of stupas arranged in a row, three perwara temples on the south side and three perwara temples on the east side of the main temple. Its location surrounded by rice fields makes Banyunibo Temple one of the alternative tourist attractions that must be visited. Because in addition to the air around the temple which is still natural, visitors can also learn about the richness of Indonesian people's beliefs in the past.",Budaya dan Sejarah,5000.0,-7.7779014,110.4940734
Pantai Nglolang,"This beach is very beautiful with white sand and rolling waves that crash against the reef, it is still relatively quiet. And visiting this still quiet beach is certainly a very effective medicine to relieve boredom. After a day of busyness, the sound of the waves rolling and crashing against the reef, and the view of the horizon far ahead are powerful mood neutralizers. Moreover, the scenery around this beach is beautified by two cliffs that flank the beach.",Pantai,10000.0,-8.1360048,110.562855
Pantai Kuwaru,Kuwaru Beach is famous for its relaxed and cheap tourism.,Pantai,10000.0,-7.989177883,110.2265599
Puncak Suroloyo,"In addition to being suitable for watching the beauty of the sunset, Suroloyo Peak is also located at the end of the Menoreh Mountains that border Central Java Province and the Special Region of Yogyakarta, precisely Kulon Progo Regency with Magelang. Being at Suroloyo Peak is like being on the roof of a giant green fortress. This is natural because the Menoreh Mountains appear to stretch like a fortress that borders Magelang Regency with Kulon Progo.",Alam,5000.0,-7.646343961,110.1810727
Ramadanu flower garden,"The name Ramadanu consists of two words, namely Rama and Danu. Rama is used because this park is opened during the month of Ramadan, while Danu is from the name of the Danurojo hamlet.",Agrowisata,5000.0,-7.6478607,110.2879467
Goa Jomblang,"Jomblang Cave is a vertical cave of the collapse doline type. This cave was formed due to the geological process of the collapse of the land and vegetation above it to the bottom of the earth that occurred thousands of years ago. This collapse formed a sinkhole or well which in Javanese is known as luweng. Currently, Jomblang Cave is a place for the conservation of ancient plants and has been developed into a special interest tourist attraction which is managed by local residents or residents. To descend this vertical cave, the management has provided complete equipment according to the safety standards for caving in vertical caves. The sunlight that penetrates from the 90-meter-high Luweng Grubug forms a pillar of light, illuminating the beautiful flowstone and the pitch-black depths of the cave. Water dripping from a height also beautifies the scenery. It is not wrong if many people are amazed to come here when they see the natural painting known as ""heavenly light"".",Alam,500000.0,-8.027954344,110.6382663
Candi Abang,"Abang Temple has a pyramid-like shape. It is called “Abang Temple” because the building is made of red brick. From a distance, this temple looks like a mound of earth or a small hill because the outside is covered with grass. At a glance, Abang Temple looks like just a mound of earth on a hill. This hill will be green during the rainy season, while during the dry season it will look barren. The temple building will look red if the conditions are really dry and dry. Like most temple buildings in general, Abang Temple was built on a hill. In addition, another unique thing is that this temple was built with red brick. This is different from most temples in general which are built with andesite stone.",Budaya dan Sejarah,Tidak diketahui.,-7.8103728,110.468686
Gunung Ireng Srumbung,"On Mount Ireng Srumbung, Brisik Friends can find the best dawn spot without having to climb the mountain for days. From here, we are also presented with a view like a land above the clouds. The rows of fog that cover the top of the hill make us feel like we are standing on the clouds. This place is very photogenic and a comfortable place to refresh. Starting from the small house spot, gazebo to the observation post, Brisik Friends can freely photograph the sunrise moment from various spots that have been provided.",Alam,3000.0,-7.8827926,110.4896548
Pesona Pengklik Pantai Samas,"Samas Beach is one of the beaches located in a row of beaches east of Parangtritis Beach. The location of Samas Beach is approximately 14 km south of Bantul City or around 35 km from the center of Yogyakarta City, precisely in Srigading Village, Sanden District, Bantul Regency, Yogyakarta. Samas Beach is famous for its rolling waves, strong sea breezes and as a stopover for rare turtles such as hawksbill turtles and green turtles to lay their eggs. In addition, the Samas Beach area also has river deltas and freshwater lakes that form ponds. However, Samas Beach has a rather steep shoreline so it is dangerous and not recommended for bathing on the beach.","Alam, Pantai",10000.0,-8.003873302,110.2703756
Goa Seplawan,"The cave located in the Menoreh Mountains area is a wet cave, meaning there is a water flow in it. The cave is located in Donorejo Village, Kaligesing District, Purworejo Regency, Central Java, directly bordering Kulonprogo in Yogyakarta. This cave is + 700 meters long with cave branches of around 150 - 300 meters and a diameter of 15 meters. So to enter the cave, visitors must walk down the stairs which are quite tiring. Which tiredness will immediately disappear once you start entering the mouth of the cave. Because from the mouth of the cave alone the beauty of the stone carvings in the cave is clearly visible.",Alam,8000.0,-7.772978,110.1102509
Candi Sari,"Candi Sari also called Candi Bendah is a Buddhist temple located not far from Candi Sambi Sari, Candi Kalasan and Candi Prambanan, namely in the northeastern part of the city of Yogyakarta, and not far from Adisucipto Airport. This temple was built around the 8th and 9th centuries during the era of the Ancient Mataram Kingdom with a very beautiful shape. At the top of this temple there are 9 stupas as seen in the stupas at Borobudur Temple, and arranged in 3 parallel rows. The shape of the temple building and the relief carvings on the walls of the temple are very similar to the reliefs at Plaosan Temple. Several two-story rooms are located directly below each stupa, and are estimated to be used as a place of meditation for Buddhist priests (monks) in ancient times. Candi Sari in the past was a Buddhist monastery, and was used as a place of study and learning for monks. In addition to cultural and historical tourism, visitors can also cycle. Cycling in this temple will not take much time because the temple is small. In addition to the temple area, visitors can also cycle around other temples that are nearby. Visitors can chat with residents around the temple to enrich the stories and culture of Candi Sari itself.",Budaya dan Sejarah,2000.0,-7.7615576,110.4742751
Desa Wisata Pentingsari,"Pentingsari Tourism Village is located on the slopes of Mount Merapi, about 22.5 kilometers from the center of Yogyakarta City. This village is known internationally as one of the tourist villages with a myriad of awards. Pentingsari Hamlet is shaped like a peninsula where to the west there is a very steep valley, namely Kali Kuning and to the south there are bees in the form of Goa Ledok / Ponteng and Gondoran to the east there is a steep valley, namely Kali Pawon and to the north is a plain that can be directly connected to the land around Umbulharjo village to the courtyard of Mount Merapi. Pentingsari Hamlet consists of two hamlets, namely Bonorejo and Pentingsari. There are several village tourism programs, such as live in, camping, trekking, or outbound that can be enjoyed. For cultural tourism activities, tourists can take part in activities, such as learning gamelan, dancing, batik, making grass puppets, and making janur.",Desa Wisata,20000.0,-7.6430482,110.4296004
Museum Perjuangan,"The Struggle Museum has a main place that contains cultural and historical relics. The first room is neatly arranged outside the building. There, it presents a statue of a national hero's head, a relief that explains and tells the story of how Boedi Utomo was born, the Japanese colonial period, and the Sarekat Islam party. In addition, it also discusses PD II, the first Youth Congress, the period when the nation's capital was moved to Jogja, the March 1, 1949 Incident, and the Puputan battle in Bali.","Budaya dan Sejarah, Museum",1000.0,-7.8164905,110.3718611
Geoforest Watu Payung Turunan,"The name Watu Payung refers to a rock that is shaped like an umbrella. The word Watu in Javanese means Stone. While the word Payung, which means Umbrella. The existence of the rock that resembles an umbrella in the conservation forest area, makes a very pleasant nature tourism visit. The shady atmosphere, natural nuances, cool air, educational value, are the attractions of Watu Payung Turunan.",Alam,5000.0,-7.972955236,110.4362646
Pasar Kembang,"Pasar Kembang Street is a small alley that is a residential area. Many residents live in this area. They live peacefully, and not a few earn a lot of money because of the arrival of tourists. Many inns stand in the middle of the village atmosphere, with the friendliness of its residents.",Desa Wisata,Tidak diketahui.,-7.7899242,110.3651209
Omah Petroek,"Omah Petruk tourist attraction is quite an interesting tourist attraction because it carries a theme like a museum. It is called Omah Petruk because there will be many interesting and funny statues in a house building that is designed in such a way. Omah Petruk is a very pleasant place to visit alone, with family or in groups.",Buatan,Tidak diketahui.,-7.6219947,110.4153359
Taman Lampion (Taman Pelangi),"Taman lantern or also often called monjali rainbow park is one of the night tours that you can visit with family or friends. In addition to walking around enjoying the sparkling lights, you can also do other exciting activities such as riding a mini pedicab, playing water ball, bouncy jumping, ATV, trampoline, rowing boat, mini train and others. What's more fun, the Taman Lantern tourist area also often holds live music concerts.","Desa Wisata, Buatan",20000.0,-7.7503631,110.3698154
Monumen Perjuangan TNI AU,0,Umum,Tidak diketahui.,-7.8407981,110.3764617
Jogja Exotarium,"At Mini Zoo Jogja Exotarium visitors can see various animals such as reptiles, nocturnal animals, rabbits. Visitors can also do activities such as fishing, learning to ride a horse or archery. In addition, there are also various selfie spots, children's playgrounds or outbound. The presence of Mini Zoo Jogja Exotarium which is packaged as an educational tourism park is expected to be a means of knowledge about animals.",Buatan,20000.0,-7.728816,110.358356
Museum Kereta Karaton,0,Budaya dan Sejarah,Tidak diketahui.,-7.8054476,110.3627375
Watu Payung,0,Umum,Tidak diketahui.,-7.793477,110.520934
Kali Talang,"Kali Talang is located at an altitude of around 1,160 meters above sea level (MDPL). From Kali Kalang, the peak of Merapi seems so close to the panorama of vegetation in the Mount Merapi National Park area. The tourist attraction located on the border of Central Java (Jateng) and DIY is one of the best spots to capture the peak of Merapi.","Alam, Buatan",10000.0,-7.5802065,110.4606903
Kawasan Ekowisata Gunung Api Purba Nglanggeran,"The Nglanggeran Ancient Mountain Ecosystem Area or commonly called Mount Nglanggeran is an area whose lithology is composed of old volcanic material, in the form of a giant rock mountain that stretches approximately 800 meters with a height reaching 300 meters. Mount Nglanggeran is stated as an ancient volcano from the results of research and existing references. Around 60-70 million years ago the mountain was an active volcano.","Alam, Wisata Air",30000.0,-7.841986,110.5415759
Pantai Ngetun,"Ngetun Beach is the perfect beauty of Yogyakarta, especially Gunung Kidul. The beauty of its marine life is indeed unavoidable",Pantai,15000.0,-8.1703641,110.6526446
Desa Wisata Tinalah (Dewi Tinalah - Wisata Jogja),0,Umum,Tidak diketahui.,-7.6955738,110.195883
Selopamioro Adventure Park,Outbound activities at the Selopamioro Adventure Park location really pamper consumers to enjoy nature. Outbound facilities in the form of water and land games from children to adults can be your recommendation and your next co-workers to try outbound at Selopamioro Adventure Park.,"Alam, Wisata Air",30000.0,-7.945376682,110.4266714
Goa Kebon,0,Umum,Tidak diketahui.,-7.8870828,110.1866704
EMBUNG JETIS SURUH,0,Umum,Tidak diketahui.,-7.6745388,110.3845035
Sabo Bronggang Argomulyo Cangkringan Sleman,0,Umum,Tidak diketahui.,-7.6639874,110.4646727
Bale Banjar Sangkring,0,Umum,Tidak diketahui.,-7.8122863,110.343125
Desa Wisata Nglinggo,0,Umum,Tidak diketahui.,-7.647668,110.141878
Gereja Sayidan,0,Umum,Tidak diketahui.,-7.8035488,110.3698419
Pinus pengger Yogyakarta,0,Umum,Tidak diketahui.,-7.8712723,110.459653
D'Walik,0,"Museum,",50000.0,-7.8163681,110.3866164
Wisata Watu Amben,0,Umum,Tidak diketahui.,-7.8498077,110.4770954
Gua Cerme,0,Umum,Tidak diketahui.,-7.9794413,110.3803114
Candi Barong,0,Umum,Tidak diketahui.,-7.7756537,110.4973011
Mojo Gumelem Hill,0,Umum,Tidak diketahui.,-7.9559784,110.4341083
Pantai Midodaren,0,Umum,Tidak diketahui.,-8.1255992,110.521558
Pantai Seruni,0,Umum,Tidak diketahui.,-8.159907,110.6315752
Candi Gebang,0,Umum,Tidak diketahui.,-7.7514654,110.4162887
Kekayon Museum,0,Umum,Tidak diketahui.,-7.8145939,110.4130604
Museum Wayang Kekayon,"The Kekayon Wayang Museum was founded by the late Prof. DR. dr. KPH. Soejono Prawirohadikusumo (UGM Professor and psychiatrist) and inaugurated by KGPAA Paku Alam VIII in 1991. This museum collects various types of wayang in Indonesia. In addition to being a destination for arts and culture tourism, this museum also has educational functions, research facilities, and recreation. Wayang is a noble cultural heritage of the Indonesian nation. This museum is also comfortable and beautiful with a large parking lot and a magnificent pavilion for wedding celebrations, exhibitions, meetings, discussions, and others. It is something we should be proud of. Proven by UNESCO's recognition of wayang as a world heritage.",Budaya dan Sejarah,20000.0,-7.81406244,110.4131033
Waterbyur Taman Air,0,Umum,Tidak diketahui.,-7.8814715,110.3394116
Batu Papal,0,Umum,Tidak diketahui.,-7.789479,110.5185664
Museum TNI AD Dharma Wiratama,0,Umum,Tidak diketahui.,-7.7823778,110.3754172
Museum of Indonesian Education,0,Umum,Tidak diketahui.,-7.774829,110.387176
Tebing Gunung Gajah,"It is located on a plateau, with a view of green hills and Menoreh, and there is Sermo Reservoir in the middle. In addition to the photo spots, there are also love lock photo spots, sky bars, and fancy including outbound rides in addition to several photography spots with certain themes.",Alam,5000.0,-7.776247027,110.1061368
Kalikuning Park,0,Umum,Tidak diketahui.,-7.5923466,110.4414633
Bukit Pengilon,"The name of Pengilon hill comes from Javanese which means mirror, because on this hill there is a rock that looks very much like a mirror. The area is cool and very wide. Even because of the vastness of this destination, many tourists do tracking to camping and setting up tents there. Not only that, this one place will also spoil your eyes. You can capture photos with beautiful scenery with a sea background.",Alam,5000.0,-8.185458711,110.6917217
Punthuk Mongkrong,0,Umum,Tidak diketahui.,-7.6345,110.174606
LEGAWONG,0,Umum,Tidak diketahui.,-7.8235991,110.3928814
Gunung Mungker,0,Umum,Tidak diketahui.,-7.8758728,110.4578762
Wisata Alam Watu Lawang,0,Umum,Tidak diketahui.,-7.9378555,110.4181981
Kedung Pengilon,0,Umum,Tidak diketahui.,-7.8560863,110.288863
Lembah Bendo Camping Ground and Outdoor Activity,0,Umum,Tidak diketahui.,-7.6138414,110.4312632
Congot Beach,0,Umum,Tidak diketahui.,-7.9075425,110.0535658
Taman Wana Winulang,0,Umum,Tidak diketahui.,-7.856079,110.166051
Museum of Biology UGM,0,Umum,Tidak diketahui.,-7.8017655,110.3744009
Tamansari Keraton,0,Umum,Tidak diketahui.,-7.8102151,110.358903
Trisik Beach,0,Umum,Tidak diketahui.,-7.9673349,110.182607
Gardu Pandang Merapi,0,Umum,Tidak diketahui.,-7.5926693,110.4250243
Tamansari Water Castle,0,Umum,Tidak diketahui.,-7.8100369,110.3591915
Gunung Gamping,0,Umum,Tidak diketahui.,-7.8046696,110.3196567
Puncak Kleco Desa Wisata Tinalah,0,Umum,Tidak diketahui.,-7.7125459,110.2045109
Pantai Butuh,0,Umum,Tidak diketahui.,-8.1117719,110.4855447
Stonehenge Yogyakarta,0,Umum,Tidak diketahui.,-7.6024289,110.4480035
Snack Wonderland,0,Umum,Tidak diketahui.,-7.7721185,110.4311704
Wisata Alam Jurug Gedhe,0,Umum,Tidak diketahui.,-7.8240577,110.5367479
History Of Java Museum (HOJM),0,Umum,Tidak diketahui.,-7.8439029,110.362261
Village Tourism New Nglepen,0,Umum,Tidak diketahui.,-7.8137377,110.5034501
puncak bucu,0,Umum,Tidak diketahui.,-7.8618548,110.4430834
Museum Sri Sultan Hamengkubuwono IX,0,Umum,Tidak diketahui.,-7.8083193,110.3644395
Taman Kota Wates,0,Umum,Tidak diketahui.,-7.8584717,110.1600975
Sasana wiratama,0,Umum,Tidak diketahui.,-7.7871244,110.3514031
Taman Tempuran Cikal,"Taman Tempuran Cikal is located in Piyungan sub-district. In this park, visitors can try playing with several rides while enjoying the coolness of nature. Taman Tempuran Cikal or commonly called TTC is located in Dusun Cikal, Srimulyo Village, Piyungan Sub-district, Bantul Regency. The word Tempuran is taken from the meeting of two rivers, namely the Gawe River and the Opak River. This Tempuran Park has become one of the new tourist attractions in the Piyungan area and has been equipped with several facilities such as speed boat rides, ships, canoes, ATVs, mini trails, flying foxes, outbound, playgrounds, gazebos, large parking areas, and toilets. In this park, visitors can also enjoy various culinary delights.","Alam, Wisata Air",Tidak diketahui.,-7.840562331,110.4494549
Sukunan Tourism Village,0,Umum,Tidak diketahui.,-7.7836412,110.3364013
Bukit Tompak,0,Umum,Tidak diketahui.,-7.844259,110.4557031
Taman Glugut,0,Umum,Tidak diketahui.,-7.8777976,110.3939277
Taman Nggirli,0,Umum,Tidak diketahui.,-7.8403441,110.4537568
Candi Bubrah,0,Umum,Tidak diketahui.,-7.7465277,110.4929268
Plengkung Wijilan,0,Umum,Tidak diketahui.,-7.8038148,110.3666102
Candi Kedulan,0,Umum,Tidak diketahui.,-7.742562,110.4696979
Museum Satwa Gembira Loka Zoo,0,Buatan,Tidak diketahui.,-7.8053239,110.3980306
Canting Mas Puncak Dipowono,0,Umum,Tidak diketahui.,-7.80032,110.128122
Taman Air Menari,0,Umum,Tidak diketahui.,-7.80094,110.367805
Curug Banyunibo,0,Umum,Tidak diketahui.,-7.8675423,110.2867568
Tourism Village East Kaliurang,0,Umum,Tidak diketahui.,-7.5965373,110.4312039
Karangtengah Tourism Village,0,Umum,Tidak diketahui.,-7.9376732,110.3819417
Candi Kimpulan,0,Umum,Tidak diketahui.,-7.6883712,110.4153399
Dewi Kano Tourism Village Kaligono,0,Umum,Tidak diketahui.,-7.7348214,110.0803636
ARTJOG MMXIX,0,Umum,Tidak diketahui.,-7.7996687,110.3533668
Kedung Tolok,0,Umum,Tidak diketahui.,-7.9632346,110.3838152
Gua Jepang,0,Umum,Tidak diketahui.,-7.5879932,110.4305322
Desa Wisata Wanurejo,0,Umum,Tidak diketahui.,-7.6117993,110.2179225
Cane Gardens Gendhu,0,Umum,Tidak diketahui.,-7.7435927,110.1478405
Candi Lumbung,0,Umum,Tidak diketahui.,-7.7481336,110.492962
Pantai Somandeng,0,Umum,Tidak diketahui.,-8.1490954,110.6101161
Series Mahogany Village Nampurejo,0,Umum,Tidak diketahui.,-7.86489,109.9833922
Pantai Nampu,0,Umum,Tidak diketahui.,-8.1837872,110.7073455
Candi Indah,0,Umum,Tidak diketahui.,-7.7447651,110.4171248
Taman Tino Sidin,0,Umum,Tidak diketahui.,-7.7995125,110.3449674
Stasiun Kereta Api Bantul,0,Umum,Tidak diketahui.,-7.887327,110.329554
Gardu Pandang Mangol Kencana,0,Umum,Tidak diketahui.,-7.8378573,110.4890534
Wisata Candi Kembar,0,Umum,Tidak diketahui.,-7.7401262,110.50544
Pantai Pasir Puncu,0,Umum,Tidak diketahui.,-7.8540573,109.9130624
Randu Ijo,0,Umum,Tidak diketahui.,-7.5657834,110.3686916
Bahasa Kopi,0,Umum,Tidak diketahui.,-7.7344993,110.3897969
Cemeti - Institute for Art and Society,0,Umum,Tidak diketahui.,-7.8177918,110.3623492
Restoe Boemi Kreo,Restoe Boemi Kreo is a restaurant created by NextDestinXction for the Kreo community.,Alam,Tidak diketahui.,-7.723671547,110.231514
Tourism Village Kinahrejo,0,Umum,Tidak diketahui.,-7.5816346,110.4434317
TWM ( Tebing Watu Mabur ),0,Umum,Tidak diketahui.,-7.9456084,110.4406992
Tempat Wisata Mangir,0,Umum,Tidak diketahui.,-7.9001751,110.2752732
Gabugan Tourism Village,0,Umum,Tidak diketahui.,-7.6609669,110.3797272
Pangurakan Gate,0,Umum,Tidak diketahui.,-7.8015969,110.3646114
Candi Ijo,"Candi Ijo is a Hindu temple complex, located 4 kilometers southeast of Candi Ratu Boko or approximately 18 kilometers east of the city of Yogyakarta. This temple is estimated to have been built between the 10th and 11th centuries AD during the Medang Kingdom of the Mataram period.",Budaya dan Sejarah,Tidak diketahui.,-7.783381475,110.5104366
Wanagama 1000 Selfie (WG1000S),0,Umum,Tidak diketahui.,-7.8928168,110.5472087
Hutan Cemara Sembung,0,Umum,Tidak diketahui.,-7.8306883,110.2897089
Pakem Sari Water Park,0,Umum,Tidak diketahui.,-7.661928,110.413932
Dodogan Cultural Tourism,0,Umum,Tidak diketahui.,-7.926687,110.4825668
Tourism Village Mina Padi Cibuk Kidul,0,Umum,Tidak diketahui.,-7.7555134,110.3099247
Ecotourism Jatisari Seropan 3,0,Umum,Tidak diketahui.,-7.9436686,110.4440412
Eco Park Sriharjo,0,Umum,Tidak diketahui.,-7.9449846,110.4175478
Goa Sentono,0,Umum,Tidak diketahui.,-7.8129534,110.4715037
Desa Wisata Sendari,0,Umum,Tidak diketahui.,-7.7375229,110.325111
Terasiring Sriharjo,0,Umum,Tidak diketahui.,-7.9448403,110.4180764
Candi Gana,0,Umum,Tidak diketahui.,-7.7439064,110.4961559
Kampoeng Cyber Yogyakarta,0,Umum,Tidak diketahui.,-7.809384,110.3585784
Desa Wisata Pengkok,0,Umum,Tidak diketahui.,-7.8729739,110.4957781
Bangsal Magangan,0,Umum,Tidak diketahui.,-7.8087595,110.3637221
Watu Tekek,0,Umum,Tidak diketahui.,-7.6643486,110.2081121
Jetis Monument,0,Umum,Tidak diketahui.,-7.8273402,110.3253528
Tourism Village Display,0,Umum,Tidak diketahui.,-7.71528,110.3655598
Jipangan Tourism Village,0,Umum,Tidak diketahui.,-7.8548212,110.3277628
Pantai Bukit Indah Nampu,0,Umum,Tidak diketahui.,-8.1840158,110.7081369
Candi Siwa,0,Umum,Tidak diketahui.,-7.7520327,110.4912079
Geger Menjangan,0,Umum,Tidak diketahui.,-7.6993041,110.0306903
Pantai Segoro Kidul,0,Umum,Tidak diketahui.,-7.996434,110.2414412
Museum dan Tanah Liat,0,Umum,Tidak diketahui.,-7.8200451,110.3394857
Tugu Jam,0,Umum,Tidak diketahui.,-7.8064821,110.3630733
Pantai Ngrawah,0,Umum,Tidak diketahui.,-8.1250824,110.5202032
Tourism Village Mlangi,0,Umum,Tidak diketahui.,-7.7622125,110.3313254
Between Two Gates,0,Umum,Tidak diketahui.,-7.8309782,110.3992208
"Nanggulan Rice Terrace, Watumurah, Pendowoharjo",0,Umum,Tidak diketahui.,-7.7479509,110.1903153
Museum Sonobudoyo Unit II,0,Umum,Tidak diketahui.,-7.8040124,110.366348
Sonobudoyo State Museum Unit II,0,Umum,Tidak diketahui.,-7.8040124,110.366348
Brahma Temple,0,Umum,Tidak diketahui.,-7.7523837,110.4912216
Tradisional Park,0,Umum,Tidak diketahui.,-7.6286063,110.4252096
Air Terjun Banyu Nibo,0,Umum,Tidak diketahui.,-7.9033828,110.4572075
Obelix Hills Sunset View,0,Umum,Tidak diketahui.,-7.8070316,110.5215714
Goa Jepang Pengklik,0,Umum,Tidak diketahui.,-7.8037677,110.4779306
Pantai Ngluwen,0,Umum,Tidak diketahui.,-8.1140054,110.4898614
Desa Wisata Malangan,0,Umum,Tidak diketahui.,-7.7586856,110.2533026
pantai Trisik,0,Umum,Tidak diketahui.,-7.9673349,110.182607
Karangnongko Temple,0,Umum,Tidak diketahui.,-7.6771502,110.5569914
Watu Kendhil,0,Umum,Tidak diketahui.,-7.6353212,110.2147341
Gazebo Fakultas Pertanian UGM,0,Umum,Tidak diketahui.,-7.7682109,110.3813503
Dewi Rawe,0,Umum,Tidak diketahui.,-7.7514803,110.3352759
Embung KP,0,Umum,Tidak diketahui.,-7.6588773,110.235082
Geopark Gunung Sewu,0,Umum,Tidak diketahui.,-7.8475299,110.4795506
Goa Payaman,0,Umum,Tidak diketahui.,-7.8346264,110.258599
Pantai Watunene,0,Umum,Tidak diketahui.,-8.1594636,110.6292219
Desa Wisata Nawung,0,Umum,Tidak diketahui.,-7.8202819,110.5425329
Kadisoka Temple,0,Umum,Tidak diketahui.,-7.7553303,110.4459721
Kampung Wisata Tanen | KAWITAN,0,Umum,Tidak diketahui.,-7.6270688,110.4201728
MANGGALIA INDAH,0,Umum,Tidak diketahui.,-7.5915194,110.5074483
Desa Wisata Batur,0,Umum,Tidak diketahui.,-7.8597347,110.5498557
Museum Rs Mata Dr Yap,0,Umum,Tidak diketahui.,-7.780141,110.3741398
Government Tourist Information Center,0,Umum,Tidak diketahui.,-7.7953215,110.3657371
Museum Geoteknologi Mineral,0,Umum,Tidak diketahui.,-7.7816997,110.4146097
Unit Office Taman Wisata Candi Prambanan,0,Umum,Tidak diketahui.,-7.7541053,110.4928588
Perwara Temple,0,Umum,Tidak diketahui.,-7.7516703,110.4921881
Tourism Village Srowolan,0,Umum,Tidak diketahui.,-7.6663773,110.3858213
Candi Morangan,0,Umum,Tidak diketahui.,-7.6848173,110.4694913
Tourism Village Bokesan,0,Umum,Tidak diketahui.,-7.706782,110.4742429
Lava Tour Merapi,0,Umum,Tidak diketahui.,-7.7531441,110.3473714
Tuk Si Bedug,0,Umum,Tidak diketahui.,-7.7343858,110.3004508
Pantai Baru,0,Umum,Tidak diketahui.,-8.1338843,110.5510278
WISATA DESA WATU LEDHEK,0,Umum,Tidak diketahui.,-7.7162707,110.3898193
Wisata Alam Pos Mati,Tourism that offers interesting views from the top of the hill,Umum,Tidak diketahui.,-7.6264157,110.1789032
Morangan Temple,0,Umum,Tidak diketahui.,-7.6848728,110.4695674
Sekretariat Sementara Museum Anak Kolong Tangga,0,Umum,Tidak diketahui.,-7.8187216,110.3646999
Taman wisata merapi garden Cangkringan,0,Umum,Tidak diketahui.,-7.58728,110.442803
Mesjid Ldii Kelompok Candi,0,Umum,Tidak diketahui.,-7.6995786,110.4132218
